reviews.rating,reviews.text,reviews.title
3,"The whole AI question and answer dynamic is cool, but the speakers are weak. The bass is non existent and the treble is harsh.",Alexa is cool but...
3,I returned the item because itt was not wireless. It always needed to be plugged in in order to work. Otherwise it was a great product. I was looking for something that could be taken from level to level as well as outside with ease.,The sound was great
3,Great concept and easy for kids to use but it does take a lot of set up in many different areas to work like you want it to. You can't just plug it in and go.,Good concept and easy for kids to use
3,"Love talking to Alexa to tell it to control temp, what to play , what to mix",Love Echo/Alexa
3,"Echo is tough to deal with. Doesn't understand most the questions I ask. You definitely can't do a follow up question. Speaker sounds great. Looks great. Also will hook up to devices for automation. Hopefully they update it for comms, cuz google home is killing it there.",Not Smooth
3,"The product works fine, but you need to install a bunch of apps to use to its full potential.",Not for a beginner
3,Data is tied to skills and should just be a blanket open forum of knowledge. Still has other benefits to explore.,Needs more fluent data knowledge
3,"On my opinion I bought very-very good toy for the people who loves play with technology of the future.. I'm really enjoy when I demonstrate it to my friends and they are impressed. But unfortunately it is not useful for most of the standard users. As I said in a most cases it's just a ""GOOD TOY""...",Very Good Toy
3,After a week of using the Amazon echo I found myself using it less and less each day. I tried several times for it to do commands no luck. Save your money.,Okay
3,I'm still learning this I will submit another review once I use this more,Echo
3,Good product..Makes life easy.I have no issues so far with this .,Na
3,I could have done without it. You need to install a whole bunch of apps to have a competent Alexa. I guess Echo would work better with a Smarthome. Sometimes it has a hard time with my accent.,I thought it was better...
3,"All the static about this item, not sure why. I did get a better deal buying two. Cant wait to gift it to someone. it appears a lot of my questions go unanswered.",OK
3,"I know a lot of the ability of the Amazon Echo is more than I know...if there was a real tutorial available, this would probably be a great product.",Alexa is knowledgeable...but not too bright.
3,"Not what I was thinking, most questions asked, I get response. Hmm",It's ok
3,"I have wanted my Amazon Echo for several years and was able to buy one BUT not without an extended warranty! Which if you buy ANY ANY thing from BEST BUY, it's Now imperative you spend your money for an extended warranty! Like now if it wasn't for the warranty on my Moto phone that I HAD to return it! Which is totally dysfunctional NOW and friends can't get it to work! My new exchanged phone has t totally screwed up my availability to access Pandora! Luckily, there's an extended warranty you have no choice BUT to purchase! They ""TRY"" to make everything right with customers!",Okay if you have access to Pandora
3,"I just brought 4 and NO I has had success pairing the device. Amazon doesn't have any tech assistance and the directions are for a remote but w-o a smart TV, I don't think you can get much from the device.",Alexa is easy but it has issues
